,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Discount,Quantity,Sales,Profit,Last Ordered,Returned,Category,Sub-Category,Product Name
2268,CA-2015-121965,2015-06-19,2015-06-23,Standard Class,LH-17155,OFF-PA-10004355-0,0.0,1,6.48,3.1104,3538,No,Office Supplies,Paper,Xerox 231
2269,CA-2015-122168,2015-08-21,2015-08-26,Standard Class,HG-14965,OFF-AR-10002053-0,0.0,12,35.76,10.0128,3475,No,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind"
2270,CA-2015-122168,2015-08-21,2015-08-26,Standard Class,HG-14965,OFF-AR-10003602-0,0.0,3,17.52,8.2344,3475,No,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack"
2271,CA-2015-122210,2015-11-30,2015-12-04,Standard Class,WB-21850,OFF-BI-10003656-0,0.7,3,152.991,-122.3928,3374,No,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine
2272,CA-2015-122210,2015-11-30,2015-12-04,Standard Class,WB-21850,OFF-FA-10000053-0,0.2,7,10.584,-2.3814,3374,No,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere
2273,CA-2015-122210,2015-11-30,2015-12-04,Standard Class,WB-21850,TEC-PH-10002807-0,0.4,4,94.92,15.82,3374,No,Technology,Phones,Motorla HX550 Universal Bluetooth Headset
2274,CA-2015-122259,2015-10-31,2015-11-04,Standard Class,HP-14815,OFF-SU-10002573-0,0.0,4,70.12,21.036,3404,No,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors"
2275,CA-2015-122266,2015-04-26,2015-04-30,Standard Class,SA-20830,FUR-TA-10000577-0,0.45,1,191.5155,-76.6062,3592,No,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table
2276,CA-2015-122266,2015-04-26,2015-04-30,Standard Class,SA-20830,OFF-AR-10004757-0,0.2,1,2.624,0.4264,3592,No,Office Supplies,Art,Crayola Colored Pencils
2277,CA-2015-122287,2015-06-18,2015-06-23,Standard Class,SN-20560,FUR-FU-10004973-0,0.2,5,75.36,20.724,3539,No,Furniture,Furnishings,Flat Face Poster Frame
2278,CA-2015-122287,2015-06-18,2015-06-23,Standard Class,SN-20560,OFF-BI-10003707-0,0.7,2,9.156,-6.104,3539,No,Office Supplies,Binders,Aluminum Screw Posts
2279,CA-2015-122287,2015-06-18,2015-06-23,Standard Class,SN-20560,OFF-BI-10004656-0,0.7,7,4.536,-3.3264,3539,No,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets
2280,CA-2015-122287,2015-06-18,2015-06-23,Standard Class,SN-20560,OFF-PA-10001661-0,0.2,3,11.952,4.3326,3539,No,Office Supplies,Paper,Xerox 1922
2281,CA-2015-122371,2015-09-26,2015-10-01,Standard Class,BS-11800,OFF-EN-10000056-0,0.0,2,124.46,58.4962,3439,No,Office Supplies,Envelopes,Cameo Buff Policy Envelopes
2282,CA-2015-122371,2015-09-26,2015-10-01,Standard Class,BS-11800,OFF-ST-10002370-0,0.0,3,64.17,18.6093,3439,No,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black"
2283,CA-2015-122406,2015-08-02,2015-08-05,Second Class,BE-11455,FUR-CH-10001973-0,0.0,1,110.98,15.5372,3494,No,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame
2284,CA-2015-122406,2015-08-02,2015-08-05,Second Class,BE-11455,OFF-PA-10001307-0,0.0,2,8.4,4.116,3494,No,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad"
2285,CA-2015-122406,2015-08-02,2015-08-05,Second Class,BE-11455,TEC-AC-10004571-0,0.0,2,199.98,83.9916,3494,No,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse
2286,CA-2015-122406,2015-08-02,2015-08-05,Second Class,BE-11455,TEC-PH-10001527-0,0.0,3,128.85,3.8655,3494,No,Technology,Phones,Plantronics MX500i Earset
2287,CA-2015-122623,2015-09-07,2015-09-11,Standard Class,CC-12145,FUR-CH-10000553-0,0.3,2,47.516,-2.0364,3458,No,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton"
2288,CA-2015-122756,2015-12-03,2015-12-07,Standard Class,DK-13225,FUR-FU-10001935-0,0.2,1,2.96,0.777,3371,No,Furniture,Furnishings,3M Hangers With Command Adhesive
2289,CA-2015-122756,2015-12-03,2015-12-07,Standard Class,DK-13225,TEC-MA-10001681-0,0.7,4,482.34,-337.638,3371,No,Technology,Machines,Lexmark MarkNet N8150 Wireless Print Server
2290,CA-2015-122826,2015-06-23,2015-06-25,Second Class,RD-19480,TEC-PH-10004830-0,0.2,4,201.568,22.6764,3534,No,Technology,Phones,Pyle PRT45 Retro Home Telephone
2291,CA-2015-122973,2015-07-18,2015-07-20,Second Class,PJ-19015,FUR-FU-10002364-0,0.0,1,7.38,2.1402,3509,No,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak"
2292,CA-2015-122973,2015-07-18,2015-07-20,Second Class,PJ-19015,OFF-BI-10004182-0,0.2,2,3.328,1.2064,3509,No,Office Supplies,Binders,Economy Binders
2293,CA-2015-122973,2015-07-18,2015-07-20,Second Class,PJ-19015,TEC-PH-10002468-0,0.0,1,135.99,36.7173,3509,No,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural"
2294,CA-2015-123092,2015-12-03,2015-12-07,Standard Class,JG-15115,FUR-FU-10000222-0,0.2,3,77.952,12.6672,3371,No,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock"
2295,CA-2015-123092,2015-12-03,2015-12-07,Standard Class,JG-15115,OFF-AR-10004078-0,0.2,2,9.344,1.168,3371,No,Office Supplies,Art,Newell 312
2296,CA-2015-123092,2015-12-03,2015-12-07,Standard Class,JG-15115,OFF-BI-10001718-0,0.7,5,95.97,-73.577,3371,No,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine
2297,CA-2015-123092,2015-12-03,2015-12-07,Standard Class,JG-15115,TEC-PH-10001700-0,0.2,2,105.584,9.2386,3371,No,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone
2298,CA-2015-123113,2015-11-23,2015-11-27,Second Class,AT-10735,OFF-AP-10000275-0,0.0,8,2625.12,735.0336,3381,No,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black"
2299,CA-2015-123113,2015-11-23,2015-11-27,Second Class,AT-10735,OFF-AR-10004999-0,0.0,3,17.94,4.485,3381,No,Office Supplies,Art,Newell 315
2300,CA-2015-123141,2015-11-14,2015-11-19,Standard Class,GZ-14470,FUR-CH-10001891-0,0.2,3,230.352,20.1558,3390,No,Furniture,Chairs,Global Deluxe Office Fabric Chairs
2301,CA-2015-123141,2015-11-14,2015-11-19,Standard Class,GZ-14470,FUR-CH-10004287-0,0.2,4,883.84,99.432,3390,No,Furniture,Chairs,SAFCO Arco Folding Chair
2302,CA-2015-123155,2015-03-09,2015-03-12,First Class,NS-18640,TEC-AC-10002473-0,0.2,5,113.52,29.799,3640,No,Technology,Accessories,Maxell 4.7GB DVD-R
2303,CA-2015-123155,2015-03-09,2015-03-12,First Class,NS-18640,TEC-PH-10001809-0,0.2,3,359.88,22.4925,3640,No,Technology,Phones,Panasonic KX T7736-B Digital phone
2304,CA-2015-123232,2015-12-14,2015-12-16,Second Class,DJ-13630,TEC-PH-10001051-0,0.2,4,319.968,35.9964,3360,No,Technology,Phones,HTC One
2305,CA-2015-123330,2015-06-21,2015-06-27,Standard Class,EP-13915,TEC-PH-10001819-0,0.2,3,107.976,37.7916,3536,No,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit
2306,CA-2015-123456,2015-07-09,2015-07-13,Standard Class,KN-16450,OFF-AP-10002684-0,0.8,2,48.632,-121.58,3518,No,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection"
2307,CA-2015-123505,2015-11-22,2015-11-26,Standard Class,AR-10540,OFF-PA-10002586-0,0.0,3,14.94,7.0218,3382,No,Office Supplies,Paper,Xerox 1970
2308,CA-2015-123568,2015-11-08,2015-11-14,Standard Class,SC-20095,FUR-FU-10004090-0,0.0,3,66.69,22.0077,3396,Yes,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock"
2309,CA-2015-123568,2015-11-08,2015-11-14,Standard Class,SC-20095,OFF-BI-10001510-0,0.2,5,91.68,28.65,3396,Yes,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder
2310,CA-2015-123568,2015-11-08,2015-11-14,Standard Class,SC-20095,OFF-FA-10002701-0,0.0,3,5.04,0.2016,3396,Yes,Office Supplies,Fasteners,Alliance Rubber Bands
2311,CA-2015-123568,2015-11-08,2015-11-14,Standard Class,SC-20095,OFF-PA-10001125-0,0.0,3,92.94,41.823,3396,Yes,Office Supplies,Paper,Xerox 1988
2312,CA-2015-123673,2015-10-30,2015-11-01,Second Class,CH-12070,TEC-PH-10001809-0,0.0,2,299.9,74.975,3405,No,Technology,Phones,Panasonic KX T7736-B Digital phone
2313,CA-2015-123939,2015-08-24,2015-08-26,Second Class,MS-17710,OFF-LA-10003190-0,0.2,3,6.912,2.5056,3472,No,Office Supplies,Labels,Avery 474
2314,CA-2015-123939,2015-08-24,2015-08-26,Second Class,MS-17710,OFF-ST-10003208-0,0.2,3,435.504,48.9942,3472,No,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart
2315,CA-2015-123939,2015-08-24,2015-08-26,Second Class,MS-17710,TEC-PH-10000923-0,0.4,3,26.982,4.0473,3472,No,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia"
2316,CA-2015-124044,2015-07-23,2015-07-26,Second Class,MS-17830,OFF-BI-10003460-0,0.2,3,10.512,3.6792,3504,No,Office Supplies,Binders,Acco 3-Hole Punch
2317,CA-2015-124058,2015-11-20,2015-11-24,Standard Class,LC-16885,FUR-CH-10000595-0,0.2,3,572.16,35.76,3384,Yes,Furniture,Chairs,Safco Contoured Stacking Chairs
2318,CA-2015-124058,2015-11-20,2015-11-24,Standard Class,LC-16885,TEC-PH-10004774-0,0.2,7,72.744,-15.4581,3384,Yes,Technology,Phones,Gear Head AU3700S Headset
2319,CA-2015-124107,2015-10-09,2015-10-12,Second Class,BM-11650,OFF-AP-10003971-0,0.1,3,29.403,5.2272,3426,No,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip
2320,CA-2015-124107,2015-10-09,2015-10-12,Second Class,BM-11650,OFF-EN-10003286-0,0.0,7,57.96,27.2412,3426,No,Office Supplies,Envelopes,Staple envelope
2321,CA-2015-124107,2015-10-09,2015-10-12,Second Class,BM-11650,TEC-AC-10002049-0,0.0,5,619.95,111.591,3426,No,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System
2322,CA-2015-124107,2015-10-09,2015-10-12,Second Class,BM-11650,TEC-PH-10003875-0,0.0,3,29.16,8.4564,3426,No,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7
2323,CA-2015-124268,2015-07-04,2015-07-08,Standard Class,AD-10180,OFF-AR-10004817-0,0.0,3,15.48,4.4892,3523,No,Office Supplies,Art,Colorific Watercolor Pencils
2324,CA-2015-124450,2015-04-27,2015-05-03,Standard Class,GT-14710,FUR-CH-10000309-0,0.0,3,1267.53,316.8825,3591,No,Furniture,Chairs,Global Comet Stacking Arm Chair
2325,CA-2015-124450,2015-04-27,2015-05-03,Standard Class,GT-14710,OFF-AR-10001166-0,0.0,3,22.74,8.8686,3591,No,Office Supplies,Art,Staples in misc. colors
2326,CA-2015-124450,2015-04-27,2015-05-03,Standard Class,GT-14710,TEC-MA-10004212-0,0.0,8,1379.92,648.5624,3591,No,Technology,Machines,Cisco SPA525G2 5-Line IP Phone
2327,CA-2015-124499,2015-10-09,2015-10-13,Standard Class,FM-14380,FUR-CH-10000513-0,0.0,3,389.97,35.0973,3426,No,Furniture,Chairs,High-Back Leather Manager's Chair
2328,CA-2015-124499,2015-10-09,2015-10-13,Standard Class,FM-14380,OFF-AP-10002191-0,0.1,5,269.91,53.982,3426,No,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector
2329,CA-2015-124541,2015-04-06,2015-04-10,Standard Class,TT-21220,OFF-AR-10004078-0,0.2,9,42.048,5.256,3612,No,Office Supplies,Art,Newell 312
2330,CA-2015-124541,2015-04-06,2015-04-10,Standard Class,TT-21220,OFF-BI-10004209-0,0.8,6,9.648,-16.884,3612,No,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg"
2331,CA-2015-124541,2015-04-06,2015-04-10,Standard Class,TT-21220,OFF-BI-10004965-0,0.8,3,6.9,-12.075,3612,No,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements
2332,CA-2015-124541,2015-04-06,2015-04-10,Standard Class,TT-21220,OFF-PA-10001526-0,0.2,2,7.968,2.8884,3612,No,Office Supplies,Paper,Xerox 1949
2333,CA-2015-124541,2015-04-06,2015-04-10,Standard Class,TT-21220,TEC-AC-10002550-0,0.2,2,25.488,4.4604,3612,No,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack"
2334,CA-2015-124653,2015-12-24,2015-12-26,First Class,DB-13120,OFF-LA-10002271-0,0.0,7,21.56,10.3488,3350,No,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set
2335,CA-2015-124653,2015-12-24,2015-12-26,First Class,DB-13120,OFF-PA-10000176-0,0.0,7,132.79,63.7392,3350,No,Office Supplies,Paper,Xerox 1887
2336,CA-2015-124653,2015-12-24,2015-12-26,First Class,DB-13120,OFF-PA-10002365-0,0.0,2,12.96,6.2208,3350,No,Office Supplies,Paper,Xerox 1967
2337,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,OFF-AP-10004980-0,0.2,2,60.672,14.4096,3439,No,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room
2338,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,OFF-BI-10000778-0,0.7,2,72.588,-48.392,3439,No,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine
2339,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,OFF-BI-10003984-0,0.7,9,77.031,-59.0571,3439,No,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder'
2340,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,OFF-PA-10000501-0,0.2,4,86.272,31.2736,3439,No,Office Supplies,Paper,Petty Cash Envelope
2341,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,OFF-ST-10000798-0,0.2,6,119.904,-1.4988,3439,No,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma
2342,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,OFF-ST-10002743-0,0.2,4,363.648,-86.3664,3439,No,Office Supplies,Storage,SAFCO Boltless Steel Shelving
2343,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,TEC-PH-10001750-0,0.2,5,263.96,23.0965,3439,No,Technology,Phones,Samsung Rugby III
2344,CA-2015-124891,2015-07-31,2015-07-31,Same Day,RH-19495,FUR-TA-10002903-0,0.4,7,1090.782,-290.8752,3496,No,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top"
2345,CA-2015-124891,2015-07-31,2015-07-31,Same Day,RH-19495,OFF-PA-10004621-0,0.0,3,19.44,9.3312,3496,No,Office Supplies,Paper,Xerox 212
2346,CA-2015-124891,2015-07-31,2015-07-31,Same Day,RH-19495,TEC-AC-10003033-0,0.0,7,2309.65,762.1845,3496,No,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System
2347,CA-2015-124919,2015-05-31,2015-06-02,First Class,SP-20650,OFF-PA-10001950-0,0.0,7,58.38,26.271,3557,No,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes
2348,CA-2015-124919,2015-05-31,2015-06-02,First Class,SP-20650,OFF-PA-10002254-0,0.0,4,105.52,48.5392,3557,No,Office Supplies,Paper,Xerox 1883
2349,CA-2015-124919,2015-05-31,2015-06-02,First Class,SP-20650,OFF-ST-10001590-0,0.0,6,80.88,21.0288,3557,No,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black"
2350,CA-2015-124933,2015-12-26,2015-12-30,Second Class,DF-13135,OFF-PA-10003302-0,0.0,6,212.64,99.9408,3348,No,Office Supplies,Paper,Xerox 1906
2351,CA-2015-124975,2015-06-22,2015-06-25,First Class,MG-17875,FUR-TA-10002645-0,0.5,7,796.425,-525.6405,3535,No,Furniture,Tables,Hon Rectangular Conference Tables
2352,CA-2015-125066,2015-12-14,2015-12-18,Standard Class,KD-16495,FUR-FU-10003829-0,0.0,2,6.16,1.9712,3360,No,Furniture,Furnishings,Stackable Trays
2353,CA-2015-125066,2015-12-14,2015-12-18,Standard Class,KD-16495,OFF-AR-10003582-0,0.0,2,56.3,15.764,3360,No,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black"
2354,CA-2015-125178,2015-10-03,2015-10-09,Standard Class,MZ-17515,OFF-ST-10002562-0,0.2,2,15.008,1.5008,3432,No,Office Supplies,Storage,Staple magnet
2355,CA-2015-125185,2015-03-05,2015-03-07,Second Class,AH-10195,FUR-CH-10002647-0,0.3,2,99.372,-7.098,3644,No,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set"
2356,CA-2015-125185,2015-03-05,2015-03-07,Second Class,AH-10195,FUR-FU-10003247-0,0.2,2,33.568,-5.4548,3644,No,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT
2357,CA-2015-125234,2015-11-27,2015-12-01,Standard Class,SN-20710,OFF-PA-10000482-0,0.0,3,113.82,53.4954,3377,No,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate"
2358,CA-2015-125234,2015-11-27,2015-12-01,Standard Class,SN-20710,TEC-AC-10000158-0,0.0,3,107.97,22.6737,3377,No,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card
2359,CA-2015-125395,2015-06-26,2015-06-29,Second Class,LA-16780,TEC-AC-10004708-0,0.0,2,41.9,8.799,3531,No,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card
2360,CA-2015-125416,2015-11-02,2015-11-02,Same Day,KC-16540,TEC-AC-10001552-0,0.0,9,447.93,49.2723,3402,No,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard
2361,CA-2015-125423,2015-12-13,2015-12-15,Second Class,MC-17575,OFF-LA-10001771-0,0.0,2,9.96,4.5816,3361,No,Office Supplies,Labels,Avery 513
2362,CA-2015-125563,2015-04-11,2015-04-17,Standard Class,PR-18880,FUR-FU-10000087-0,0.2,3,54.528,14.3136,3607,No,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock"
2363,CA-2015-125563,2015-04-11,2015-04-17,Standard Class,PR-18880,FUR-FU-10001290-0,0.2,2,67.36,10.104,3607,No,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock
2364,CA-2015-125696,2015-10-02,2015-10-06,Standard Class,NP-18685,OFF-BI-10001757-0,0.7,5,7.38,-5.412,3433,No,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets
2365,CA-2015-125710,2015-10-08,2015-10-13,Standard Class,BT-11680,OFF-AR-10000657-0,0.2,2,3.44,0.559,3427,No,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box"
2366,CA-2015-125934,2015-09-11,2015-09-18,Standard Class,SN-20560,FUR-FU-10002107-0,0.0,4,8.92,3.9248,3454,No,Furniture,Furnishings,Eldon Pizzaz Desk Accessories
2367,CA-2015-125934,2015-09-11,2015-09-18,Standard Class,SN-20560,OFF-AP-10003860-0,0.0,4,111.04,29.9808,3454,No,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection
2368,CA-2015-125934,2015-09-11,2015-09-18,Standard Class,SN-20560,OFF-BI-10004593-0,0.0,4,209.6,96.416,3454,No,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers
2369,CA-2015-125934,2015-09-11,2015-09-18,Standard Class,SN-20560,OFF-LA-10000414-0,0.0,3,31.05,14.904,3454,No,Office Supplies,Labels,Avery 503
2370,CA-2015-125934,2015-09-11,2015-09-18,Standard Class,SN-20560,OFF-PA-10000556-0,0.0,6,38.88,18.6624,3454,No,Office Supplies,Paper,Xerox 208
2371,CA-2015-125976,2015-09-27,2015-10-02,Standard Class,JK-15205,OFF-PA-10001125-0,0.0,5,154.9,69.705,3438,No,Office Supplies,Paper,Xerox 1988
2372,CA-2015-125976,2015-09-27,2015-10-02,Standard Class,JK-15205,TEC-PH-10002496-0,0.0,12,1871.88,561.564,3438,No,Technology,Phones,Cisco SPA301
2373,CA-2015-126137,2015-10-03,2015-10-08,Standard Class,BS-11755,FUR-BO-10004409-0,0.15,2,120.666,18.4548,3432,No,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray"
2374,CA-2015-126186,2015-09-11,2015-09-12,First Class,GB-14530,FUR-FU-10000073-0,0.2,4,24.64,4.004,3454,No,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories
2375,CA-2015-126347,2015-12-14,2015-12-19,Second Class,AJ-10945,TEC-AC-10003063-0,0.0,2,50.0,10.5,3360,No,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse
2376,CA-2015-126445,2015-08-27,2015-08-31,Standard Class,RA-19945,OFF-ST-10000046-0,0.0,3,484.65,92.0835,3469,No,Office Supplies,Storage,Fellowes Super Stor/Drawer Files
2377,CA-2015-126466,2015-11-09,2015-11-13,Standard Class,JO-15550,OFF-FA-10000490-0,0.0,2,2.48,1.1656,3395,No,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black"
2378,CA-2015-126557,2015-07-12,2015-07-17,Second Class,RL-19615,FUR-CH-10004477-0,0.3,9,383.607,-5.4801,3515,No,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo"
2379,CA-2015-126557,2015-07-12,2015-07-17,Second Class,RL-19615,FUR-FU-10001861-0,0.6,1,7.76,-2.134,3515,No,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts"
2380,CA-2015-126557,2015-07-12,2015-07-17,Second Class,RL-19615,OFF-AR-10003190-0,0.2,3,6.912,0.6912,3515,No,Office Supplies,Art,Newell 32
2381,CA-2015-126557,2015-07-12,2015-07-17,Second Class,RL-19615,OFF-BI-10003314-0,0.8,2,1.928,-2.9884,3515,No,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders
2382,CA-2015-126557,2015-07-12,2015-07-17,Second Class,RL-19615,TEC-PH-10000526-0,0.2,7,537.544,53.7544,3515,No,Technology,Phones,Vtech CS6719
2383,CA-2015-126557,2015-07-12,2015-07-17,Second Class,RL-19615,TEC-PH-10003505-0,0.2,2,148.48,16.704,3515,No,Technology,Phones,Geemarc AmpliPOWER60
2384,CA-2015-126557,2015-07-12,2015-07-17,Second Class,RL-19615,TEC-PH-10003963-0,0.2,4,659.168,49.4376,3515,No,Technology,Phones,GE 2-Jack Phone Line Splitter
2385,CA-2015-126669,2015-11-07,2015-11-13,Standard Class,DO-13645,OFF-PA-10001357-0,0.2,2,76.64,26.824,3397,No,Office Supplies,Paper,Xerox 1886
2386,CA-2015-126697,2015-09-21,2015-09-24,First Class,SV-20815,FUR-FU-10001706-0,0.6,4,4.928,-1.4784,3444,No,Furniture,Furnishings,Longer-Life Soft White Bulbs
2387,CA-2015-126697,2015-09-21,2015-09-24,First Class,SV-20815,TEC-AC-10004353-0,0.2,3,151.2,32.13,3444,No,Technology,Accessories,Hypercom P1300 Pinpad
2388,CA-2015-126697,2015-09-21,2015-09-24,First Class,SV-20815,TEC-PH-10002922-0,0.2,7,946.344,118.293,3444,No,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone
2389,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,FUR-CH-10001708-0,0.2,2,225.568,2.8196,3387,No,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back
2390,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,FUR-FU-10001591-0,0.0,3,36.6,15.372,3387,No,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11
2391,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,FUR-FU-10002813-0,0.0,4,80.96,29.1456,3387,No,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size"
2392,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,OFF-PA-10001639-0,0.0,5,32.4,15.552,3387,No,Office Supplies,Paper,Xerox 203
2393,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,OFF-ST-10000129-0,0.0,7,777.21,54.4047,3387,No,Office Supplies,Storage,Fellowes Recycled Storage Drawers
2394,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,OFF-ST-10001418-0,0.0,5,304.9,6.098,3387,No,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black
2395,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,TEC-PH-10003174-0,0.2,4,415.968,51.996,3387,No,Technology,Phones,RCA ViSYS 25825 Wireless digital phone
2396,CA-2015-126739,2015-11-01,2015-11-03,Second Class,JH-16180,FUR-CH-10000422-0,0.1,4,327.564,21.8376,3403,No,Furniture,Chairs,Global Highback Leather Tilter in Burgundy
2397,CA-2015-126970,2015-09-20,2015-09-24,Standard Class,TP-21130,OFF-BI-10000138-0,0.8,3,2.808,-4.4928,3445,No,Office Supplies,Binders,Acco Translucent Poly Ring Binders
2398,CA-2015-127019,2015-12-21,2015-12-25,Standard Class,ER-13855,OFF-AP-10003971-0,0.2,7,60.984,4.5738,3353,No,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip
2399,CA-2015-127110,2015-06-25,2015-07-01,Standard Class,CH-12070,OFF-PA-10003309-0,0.2,6,31.104,10.8864,3532,No,Office Supplies,Paper,Xerox 211
2400,CA-2015-127110,2015-06-25,2015-07-01,Standard Class,CH-12070,OFF-ST-10002554-0,0.2,2,78.256,-17.6076,3532,No,Office Supplies,Storage,Tennsco Industrial Shelving
2401,CA-2015-127173,2015-09-26,2015-10-03,Standard Class,GM-14500,OFF-BI-10000088-0,0.2,9,79.056,28.6578,3439,No,Office Supplies,Binders,GBC Imprintable Covers
2402,CA-2015-127173,2015-09-26,2015-10-03,Standard Class,GM-14500,OFF-FA-10004854-0,0.0,3,34.44,16.1868,3439,No,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box"
2403,CA-2015-127173,2015-09-26,2015-10-03,Standard Class,GM-14500,TEC-MA-10002859-0,0.0,7,629.93,296.0671,3439,No,Technology,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder
2404,CA-2015-127327,2015-02-03,2015-02-07,Standard Class,PW-19030,FUR-CH-10004218-0,0.1,1,90.882,15.147,3674,No,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray"
2405,CA-2015-127418,2015-06-13,2015-06-14,First Class,JJ-15445,OFF-BI-10003707-0,0.2,3,36.624,13.734,3544,No,Office Supplies,Binders,Aluminum Screw Posts
